선수명,생년월일,출신교,출신,연도,팀명,평균자책점,경기,완투,완봉,승,패,세,홀,승률,타자,이닝,피안타,피홈런,볼넷,사구,탈삼진,실점,자책점
김태원,1964년 01월 28일,서울재동초-휘문중-배재고-성균관대-MBC-LG,한국,1997,LG,5.46,7,0,0,3,2,0,0,0.6,123,28,32,4,11,2,13,17,17
김태원,1964년 01월 28일,서울재동초-휘문중-배재고-성균관대-MBC-LG,한국,1998,LG,1.8,8,0,0,0,1,0,0,0,63,15,10,1,6,2,10,6,3
김태한,1969년 10월 22일,대구초-대구중-대구상고-계명대-삼성-SK,한국,1992,삼성,5.42,45,0,0,3,7,5,0,0.3,367,79 2/3,82,7,63,2,56,57,48
김태한,1969년 10월 22일,대구초-대구중-대구상고-계명대-삼성-SK,한국,1993,삼성,2.83,31,5,3,14,6,2,0,0.7,661,162,133,7,71,4,91,55,51
김태한,1969년 10월 22일,대구초-대구중-대구상고-계명대-삼성-SK,한국,1994,삼성,2.76,30,8,1,10,9,1,0,0.526,725,176 1/3,146,13,68,6,121,67,54
김태한,1969년 10월 22일,대구초-대구중-대구상고-계명대-삼성-SK,한국,1995,삼성,2.97,44,0,0,5,8,22,0,0.385,416,97,81,5,51,5,75,37,32
김태한,1969년 10월 22일,대구초-대구중-대구상고-계명대-삼성-SK,한국,1996,삼성,4.48,19,1,0,4,7,1,0,0.364,377,86 1/3,82,7,42,4,65,48,43
김태한,1969년 10월 22일,대구초-대구중-대구상고-계명대-삼성-SK,한국,1997,삼성,2.61,51,0,0,8,7,23,0,0.533,403,96 2/3,70,7,55,6,84,36,28
김태한,1969년 10월 22일,대구초-대구중-대구상고-계명대-삼성-SK,한국,2000,삼성,4.57,32,0,0,0,0,0,8,0,94,21 2/3,20,1,9,0,16,12,11
김태한,1969년 10월 22일,대구초-대구중-대구상고-계명대-삼성-SK,한국,2001,삼성,11.57,7,0,0,0,0,0,0,0,12,2 1/3,5,0,0,0,2,3,3
김태한,1969년 10월 22일,대구초-대구중-대구상고-계명대-삼성-SK,한국,2002,SK,5.23,47,0,0,0,1,1,2,0,135,31,34,3,10,1,21,21,18
김태한,1969년 10월 22일,대구초-대구중-대구상고-계명대-삼성-SK,한국,2003,SK,8.25,12,0,0,0,1,0,0,0,57,12,14,4,6,1,7,13,11
김태형,1972년 04월 25일,부산고,한국,1991,롯데,3.26,30,6,0,11,7,3,0,0.611,584,140 2/3,124,5,50,4,81,52,51
김태형,1972년 04월 25일,부산고,한국,1992,롯데,5.4,29,1,0,7,13,1,0,0.35,502,110,133,11,54,4,50,74,66
김태형,1972년 04월 25일,부산고,한국,1993,롯데,4.53,19,0,0,2,0,0,0,1,254,59 2/3,58,6,16,3,27,31,30
김태형,1972년 04월 25일,부산고,한국,1994,롯데,5.13,35,0,0,1,1,0,0,0.5,173,40 1/3,47,4,13,2,20,23,23
김태형,1972년 04월 25일,부산고,한국,1995,롯데,11.25,8,0,0,0,0,0,0,0,24,4,8,0,3,1,2,5,5
김태형,1972년 04월 25일,부산고,한국,1996,롯데,5.18,40,0,0,0,1,1,0,0,102,24 1/3,24,5,8,3,19,15,14
김태환,1985년 03월 30일,청원고,한국,2006,SK,0,3,0,0,0,0,0,0,0,9,2 1/3,2,0,0,0,0,0,0
김태훈,1990년 05월 19일,동구초-인창중-인창고-SK-상무,한국,2010,SK,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
김태훈,1990년 05월 19일,동구초-인창중-인창고-SK-상무,한국,2011,SK,4,16,0,0,0,0,0,1,0,82,18,18,0,11,1,15,8,8
김태훈,1990년 05월 19일,동구초-인창중-인창고-SK-상무,한국,2012,SK,9.35,9,0,0,0,1,0,0,0,49,8 2/3,12,0,10,1,6,11,9
김풍철,1976년 10월 20일,동래고-동아대,한국,2002,롯데,3.67,25,0,0,1,3,1,0,0.25,219,54,49,6,16,3,44,24,22
김해님,1975년 02월 07일,홍릉초-청량중-한서고-인하대,한국,1997,한화,3.73,41,0,0,3,2,1,0,0.6,235,60 1/3,43,8,27,5,36,27,25
김해님,1975년 02월 07일,홍릉초-청량중-한서고-인하대,한국,1998,한화,5.07,35,0,0,2,1,0,0,0.667,267,60 1/3,60,1,27,8,34,34,34
김해님,1975년 02월 07일,홍릉초-청량중-한서고-인하대,한국,1999,한화,4.87,41,0,0,3,5,3,0,0.375,406,92 1/3,93,15,37,4,70,53,50
김해님,1975년 02월 07일,홍릉초-청량중-한서고-인하대,한국,2000,한화,7.85,26,0,0,1,1,0,1,0.5,178,36 2/3,53,11,15,4,25,39,32
김해님,1975년 02월 07일,홍릉초-청량중-한서고-인하대,한국,2004,한화,5.58,23,0,0,5,3,0,3,0.625,410,90 1/3,109,12,36,9,43,59,56
김해님,1975년 02월 07일,홍릉초-청량중-한서고-인하대,한국,2005,한화,4.28,32,0,0,6,8,1,2,0.429,554,128 1/3,152,12,30,10,61,66,61
김해님,1975년 02월 07일,홍릉초-청량중-한서고-인하대,한국,2006,한화,4.58,36,0,0,1,3,0,4,0.25,243,55,67,5,14,2,23,32,28
김해님,1975년 02월 07일,홍릉초-청량중-한서고-인하대,한국,2007,한화,1.93,13,0,0,0,0,0,0,0,57,14,12,1,5,2,7,3,3
김혁섭,1974년 05월 05일,동대문상고,한국,1999,LG,5.23,17,0,0,0,2,0,0,0,137,31,30,2,15,2,19,19,18
김혁섭,1974년 05월 05일,동대문상고,한국,2001,LG,3.86,8,0,0,1,0,0,0,1,56,11 2/3,10,0,10,1,6,5,5
김현욱,1970년 07월 06일,옥산초-대구중-경북고-한양대-삼성-쌍방울-삼성,한국,1993,삼성,2.45,6,0,0,0,0,0,0,0,45,11,13,1,4,0,5,4,3
김현욱,1970년 07월 06일,옥산초-대구중-경북고-한양대-삼성-쌍방울-삼성,한국,1996,쌍방울,2.63,49,0,0,4,1,3,0,0.8,419,99 1/3,96,1,33,10,74,31,29
김현욱,1970년 07월 06일,옥산초-대구중-경북고-한양대-삼성-쌍방울-삼성,한국,1997,쌍방울,1.88,70,0,0,20,2,6,0,0.909,600,157 2/3,111,5,29,11,135,40,33
김현욱,1970년 07월 06일,옥산초-대구중-경북고-한양대-삼성-쌍방울-삼성,한국,1998,쌍방울,3.34,68,0,0,13,7,4,0,0.65,525,129 1/3,114,13,34,11,93,50,48
김현욱,1970년 07월 06일,옥산초-대구중-경북고-한양대-삼성-쌍방울-삼성,한국,1999,삼성,3.97,54,0,0,6,4,1,0,0.6,403,93,95,12,30,6,55,47,41
김현욱,1970년 07월 06일,옥산초-대구중-경북고-한양대-삼성-쌍방울-삼성,한국,2000,삼성,3.14,63,0,0,4,7,2,10,0.364,450,109,101,7,29,6,105,43,38
김현욱,1970년 07월 06일,옥산초-대구중-경북고-한양대-삼성-쌍방울-삼성,한국,2001,삼성,4.42,54,0,0,6,6,4,14,0.5,403,95 2/3,90,9,32,4,97,49,47
김현욱,1970년 07월 06일,옥산초-대구중-경북고-한양대-삼성-쌍방울-삼성,한국,2002,삼성,2.11,64,0,0,10,0,2,9,1,301,76 2/3,62,4,18,2,71,20,18
김현욱,1970년 07월 06일,옥산초-대구중-경북고-한양대-삼성-쌍방울-삼성,한국,2003,삼성,2,63,0,0,8,2,0,13,0.8,336,85 2/3,63,7,19,5,73,23,19
김현욱,1970년 07월 06일,옥산초-대구중-경북고-한양대-삼성-쌍방울-삼성,한국,2004,삼성,5.88,28,0,0,0,2,0,8,0,112,26,24,3,6,4,28,18,17
김현재,1956년 06월 04일,휘문고-고려대,한국,1983,해태,4.07,10,1,0,1,0,0,0,1,122,24 1/3,32,2,16,2,6,15,11
김현재,1956년 06월 04일,휘문고-고려대,한국,1984,해태,2.7,4,0,0,0,0,0,0,0,35,6 2/3,8,2,6,0,4,8,2
김현홍,1956년 02월 13일,선린상고,한국,1982,OB,3.03,12,0,0,0,0,0,0,0,120,29 2/3,30,0,21,0,10,10,10
김현홍,1956년 02월 13일,선린상고,한국,1983,OB,4.15,13,1,1,2,1,1,0,0.667,177,43 1/3,49,7,17,1,12,27,20
김형균,1969년 05월 14일,덕수상고,한국,1989,OB,3.77,14,0,0,2,1,0,0,0.667,181,43,39,4,20,0,14,18,18
김형균,1969년 05월 14일,덕수상고,한국,1990,OB,9.58,6,0,0,0,0,0,0,0,52,10 1/3,17,3,5,1,7,11,11
김형균,1969년 05월 14일,덕수상고,한국,1991,OB,3.09,7,0,0,0,0,0,0,0,89,23 1/3,16,4,5,1,12,8,8
김형주,1977년 08월 11일,군산상고,한국,1997,쌍방울,9,1,0,0,0,0,0,0,0,6,1,2,0,2,0,0,1,1
김형택,1971년 10월 11일,광주제일고,한국,1992,해태,4.5,8,0,0,0,0,1,0,0,58,14,16,3,1,0,2,7,7
김홍명,1962년 06월 16일,일본 횡빈상고,일본,1988,빙그레,4.27,24,7,1,8,13,0,0,0.381,656,151 2/3,158,8,72,4,61,75,72
김홍명,1962년 06월 16일,일본 횡빈상고,일본,1989,빙그레,4.01,23,5,0,6,8,0,0,0.429,552,125 2/3,119,7,63,6,78,65,56
김홍명,1962년 06월 16일,일본 횡빈상고,일본,1990,빙그레,3.38,34,0,0,8,3,0,0,0.727,493,112,106,5,64,1,49,54,42
김홍명,1962년 06월 16일,일본 횡빈상고,일본,1991,빙그레,5.86,19,0,0,3,3,0,0,0.5,269,55 1/3,76,4,32,4,34,42,36
김홍명,1962년 06월 16일,일본 횡빈상고,일본,1992,빙그레,6.34,19,0,0,5,4,0,0,0.556,275,61,69,7,32,0,30,47,43
김홍집,1971년 01월 30일,인천고-단국대-현대-한화,한국,1993,태평양,3.64,21,4,0,7,8,2,0,0.467,508,116 1/3,113,5,56,4,109,54,47
김홍집,1971년 01월 30일,인천고-단국대-현대-한화,한국,1994,태평양,3.2,20,5,0,12,3,0,0,0.8,519,126 2/3,112,8,40,4,89,49,45
김홍집,1971년 01월 30일,인천고-단국대-현대-한화,한국,1995,태평양,3.64,16,1,0,6,7,0,0,0.462,396,94,80,7,47,2,56,40,38
김홍집,1971년 01월 30일,인천고-단국대-현대-한화,한국,1996,현대,5.14,10,0,0,0,0,0,0,0,32,7,6,1,6,0,3,4,4
김홍집,1971년 01월 30일,인천고-단국대-현대-한화,한국,1997,현대,6.14,8,0,0,1,4,0,0,0.2,143,29 1/3,32,3,16,3,19,24,20
김홍집,1971년 01월 30일,인천고-단국대-현대-한화,한국,1998,현대,5.48,26,0,0,0,1,0,0,0,89,21 1/3,19,0,10,2,19,14,13
김홍집,1971년 01월 30일,인천고-단국대-현대-한화,한국,1999,현대,5.02,59,0,0,2,2,4,0,0.5,223,52,51,6,20,1,45,31,29
김홍집,1971년 01월 30일,인천고-단국대-현대-한화,한국,2000,현대,9,13,0,0,0,0,0,1,0,38,6,12,0,6,0,7,9,6
김홍집,1971년 01월 30일,인천고-단국대-현대-한화,한국,2001,한화,2.45,28,0,0,1,0,0,2,1,82,18 1/3,20,0,9,0,14,5,5
김홍집,1971년 01월 30일,인천고-단국대-현대-한화,한국,2002,한화,4.44,39,0,0,0,0,1,4,0,121,26 1/3,30,4,9,6,17,15,13
김홍집,1971년 01월 30일,인천고-단국대-현대-한화,한국,2003,한화,10.57,15,0,0,0,0,0,4,0,40,7 2/3,11,3,5,1,5,9,9
김환조,1974년 02월 10일,경남대,한국,1997,OB,3.86,12,0,0,0,1,0,0,0,98,21,31,1,2,5,12,12,9
김훈기,1962년 07월 25일,대구상고-영남대,한국,1986,삼성,3.38,3,0,0,0,1,0,0,0,35,8,9,0,3,0,1,4,3
김훈기,1962년 07월 25일,대구상고-영남대,한국,1987,삼성,4.02,24,2,0,3,5,3,0,0.375,365,80 2/3,82,5,41,7,22,42,36
김훈기,1962년 07월 25일,대구상고-영남대,한국,1988,삼성,2.75,27,6,3,10,5,3,0,0.667,472,118,102,8,23,3,50,44,36
김훈기,1962년 07월 25일,대구상고-영남대,한국,1989,삼성,4.14,10,2,0,6,1,0,0,0.857,221,50,48,3,23,4,14,24,23
김휘곤,1984년 07월 28일,인헌초-선린중-서울고-롯데-상무,한국,2003,롯데,0,1,0,0,0,0,0,0,0,1, 1/3,0,0,0,0,0,0,0
김휘곤,1984년 07월 28일,인헌초-선린중-서울고-롯데-상무,한국,2008,롯데,9,1,0,0,0,1,0,0,0,18,4,8,0,2,0,1,4,4
김흥만,1972년 06월 10일,부평고,한국,1992,태평양,10.61,3,0,0,0,1,0,0,0,47,9 1/3,15,4,5,0,6,13,11
나성열,1972년 09월 09일,부천고,한국,1992,태평양,3.38,2,0,0,0,0,0,0,0,10,2 2/3,2,1,2,0,1,1,1
나성열,1972년 09월 09일,부천고,한국,1993,태평양,2.15,10,3,0,2,3,0,0,0.4,220,54 1/3,45,0,17,0,23,19,13
나성열,1972년 09월 09일,부천고,한국,1994,태평양,2.75,15,0,0,0,0,0,0,0,89,19 2/3,25,0,6,2,6,7,6
나성열,1972년 09월 09일,부천고,한국,1995,한화,5.19,8,0,0,0,0,0,0,0,44,8 2/3,10,2,8,1,4,5,5
나성열,1972년 09월 09일,부천고,한국,1996,한화,5.4,2,0,0,0,1,0,0,0,8,1 2/3,2,1,1,0,2,1,1
나성열,1972년 09월 09일,부천고,한국,1997,쌍방울,8.1,9,0,0,0,0,0,0,0,18,3 1/3,6,0,3,0,2,4,3
나성열,1972년 09월 09일,부천고,한국,1998,쌍방울,0,2,0,0,0,0,0,0,0,5, 2/3,3,0,0,0,2,0,0
나영철,1971년 10월 30일,단국대,한국,1994,OB,1.38,4,0,0,0,0,0,0,0,57,13,11,0,4,3,6,5,2
나영철,1971년 10월 30일,단국대,한국,1995,OB,9,1,0,0,0,0,0,0,0,6,1,2,0,1,1,1,1,1
노민승,1965년 11월 20일,한양대,한국,1989,태평양,7.71,5,0,0,0,0,0,0,0,43,9 1/3,12,2,4,0,3,8,8
노병오,1983년 09월 07일,주성초-청주중-청주기공고-삼성-현대-경찰,한국,1990,태평양,2.45,5,0,0,0,0,0,0,0,43,11,8,0,0,0,4,4,3
노병오,1983년 09월 07일,주성초-청주중-청주기공고-삼성-현대-경찰,한국,2002,삼성,3.78,18,0,0,3,0,0,2,1,187,47 2/3,44,6,9,1,29,20,20
노병오,1983년 09월 07일,주성초-청주중-청주기공고-삼성-현대-경찰,한국,2003,삼성,6.52,9,0,0,0,1,0,0,0,46,9 2/3,10,2,9,0,4,7,7
노병오,1983년 09월 07일,주성초-청주중-청주기공고-삼성-현대-경찰,한국,2005,현대,10.13,13,0,0,0,0,0,0,0,69,13 1/3,21,3,8,1,10,15,15
노병오,1983년 09월 07일,주성초-청주중-청주기공고-삼성-현대-경찰,한국,2006,현대,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
노병오,1983년 09월 07일,주성초-청주중-청주기공고-삼성-현대-경찰,한국,2007,현대,8.44,11,0,0,1,1,0,0,0.5,98,21 1/3,28,5,4,2,14,23,20
노상수,1958년 05월 05일,삼량진초-동성중-부산상고-고려대-롯데,한국,1982,롯데,2.94,44,12,2,14,19,2,0,0.424,954,232 1/3,216,18,59,10,141,97,76
노상수,1958년 05월 05일,삼량진초-동성중-부산상고-고려대-롯데,한국,1983,롯데,4.14,42,4,1,8,11,3,0,0.421,733,169 2/3,179,17,52,12,69,94,78
노상수,1958년 05월 05일,삼량진초-동성중-부산상고-고려대-롯데,한국,1986,롯데,5.66,16,1,0,3,5,0,0,0.375,228,49 1/3,65,8,20,7,16,34,31
노상수,1958년 05월 05일,삼량진초-동성중-부산상고-고려대-롯데,한국,1987,롯데,4.23,13,3,1,4,2,0,0,0.667,277,66,70,5,20,5,25,32,31
노상수,1958년 05월 05일,삼량진초-동성중-부산상고-고려대-롯데,한국,1988,롯데,4.73,28,2,0,4,5,5,0,0.444,441,104 2/3,106,9,27,4,41,60,55
노상수,1958년 05월 05일,삼량진초-동성중-부산상고-고려대-롯데,한국,1989,롯데,7.3,17,1,0,1,3,1,0,0.25,185,37,65,3,10,0,11,32,30
노상수,1958년 05월 05일,삼량진초-동성중-부산상고-고려대-롯데,한국,1990,롯데,4.03,15,0,0,1,1,1,0,0.5,117,29,27,1,10,1,10,15,13
노상수,1958년 05월 05일,삼량진초-동성중-부산상고-고려대-롯데,한국,1991,롯데,12,1,0,0,0,0,0,0,0,18,3,5,1,3,1,2,5,4
노석기,1971년 08월 04일,경기상고,한국,1992,OB,7.94,3,0,0,0,0,0,0,0,29,5 2/3,5,0,8,0,2,5,5
노승욱,1974년 03월 10일,관산초-안산중앙중-부천고-태평양-현대,한국,1993,태평양,3.76,28,3,0,3,10,0,0,0.231,531,127,126,8,36,11,56,56,53
노승욱,1974년 03월 10일,관산초-안산중앙중-부천고-태평양-현대,한국,1994,태평양,4.86,24,0,0,0,1,0,0,0,240,50,74,3,11,8,29,30,27
노승욱,1974년 03월 10일,관산초-안산중앙중-부천고-태평양-현대,한국,1995,태평양,3.39,26,1,0,1,4,0,0,0.2,313,71 2/3,76,6,21,11,55,34,27
노승욱,1974년 03월 10일,관산초-안산중앙중-부천고-태평양-현대,한국,1998,현대,9,3,0,0,0,0,0,0,0,25,5,9,2,0,1,0,6,5
노승욱,1974년 03월 10일,관산초-안산중앙중-부천고-태평양-현대,한국,2001,현대,9,1,0,0,0,0,0,0,0,11,2,5,0,0,0,2,2,2
노승욱,1974년 03월 10일,관산초-안산중앙중-부천고-태평양-현대,한국,2002,롯데,5.35,19,0,0,2,1,0,0,0.667,156,35 1/3,38,5,11,6,23,21,21
노승욱,1974년 03월 10일,관산초-안산중앙중-부천고-태평양-현대,한국,2003,롯데,4.48,78,0,0,2,2,1,13,0.5,406,94 1/3,113,13,17,11,45,49,47
노승욱,1974년 03월 10일,관산초-안산중앙중-부천고-태평양-현대,한국,2004,롯데,5.83,29,0,0,0,1,0,2,0,129,29 1/3,34,5,7,6,11,20,19
노승욱,1974년 03월 10일,관산초-안산중앙중-부천고-태평양-현대,한국,2005,롯데,3.12,11,0,0,0,0,0,1,0,35,8 2/3,8,0,2,2,7,3,3
노승욱,1974년 03월 10일,관산초-안산중앙중-부천고-태평양-현대,한국,2006,롯데,4.58,24,0,0,2,0,0,1,1,79,17 2/3,21,2,4,1,10,9,9
노장진,1974년 08월 10일,공주고-한화-삼성,한국,1993,빙그레,4.41,26,1,0,3,10,3,0,0.231,440,100,88,4,59,3,93,57,49
노장진,1974년 08월 10일,공주고-한화-삼성,한국,1997,한화,5.47,35,0,0,6,10,0,0,0.375,587,133 1/3,124,21,89,2,81,84,81
노장진,1974년 08월 10일,공주고-한화-삼성,한국,1998,한화,5.24,35,1,0,7,10,0,0,0.412,666,149 1/3,150,20,81,3,104,91,87
노장진,1974년 08월 10일,공주고-한화-삼성,한국,1999,삼성,4.35,33,2,1,15,9,0,0,0.625,842,188 1/3,180,17,102,14,173,100,91
노장진,1974년 08월 10일,공주고-한화-삼성,한국,2000,삼성,4.29,28,1,0,11,8,0,0,0.579,623,138 1/3,142,15,86,3,103,72,66
노장진,1974년 08월 10일,공주고-한화-삼성,한국,2001,삼성,4.62,22,0,0,7,2,1,1,0.778,406,85 2/3,88,10,61,6,57,47,44
노장진,1974년 08월 10일,공주고-한화-삼성,한국,2002,삼성,2.54,63,0,0,11,5,23,1,0.688,515,127 1/3,98,15,54,0,146,38,36
노장진,1974년 08월 10일,공주고-한화-삼성,한국,2003,삼성,4.12,53,0,0,9,10,21,1,0.474,364,83,73,8,48,5,87,40,38
노장진,1974년 08월 10일,공주고-한화-삼성,한국,2004,롯데,4.11,34,0,0,1,0,17,1,1,215,46,51,7,28,2,55,22,21
노장진,1974년 08월 10일,공주고-한화-삼성,한국,2005,롯데,2.45,35,0,0,1,2,18,0,0.333,125,33,19,3,7,2,52,9,9
노장진,1974년 08월 10일,공주고-한화-삼성,한국,2006,롯데,4.66,42,0,0,3,4,6,5,0.429,223,48 1/3,44,5,36,3,32,25,25
노종우,1969년 08월 29일,원광대,한국,1996,현대,0,2,0,0,0,0,0,0,0,14,4,2,0,0,0,1,0,0
노종우,1969년 08월 29일,원광대,한국,1997,현대,6.75,1,0,0,0,0,0,0,0,19,4,4,1,3,0,2,3,3
노춘섭,1968년 08월 05일,단국대,한국,1993,쌍방울,5.04,11,0,0,0,0,0,0,0,104,25,21,6,12,1,7,14,14
노춘섭,1968년 08월 05일,단국대,한국,1994,쌍방울,6.23,4,0,0,0,0,0,0,0,38,8 2/3,9,1,5,0,2,6,6
노춘섭,1968년 08월 05일,단국대,한국,1995,쌍방울,31.5,3,0,0,0,0,0,0,0,13,2,7,0,0,0,1,7,7
누네스,1964년 01월 13일,도미니카 UASD대,도미니카,2001,한화,5.52,14,0,0,2,1,4,0,0.667,132,29 1/3,38,2,7,0,19,22,18
니코스키,1973년 03월 09일,미국 세인트존스대-SK-두산,미국,2009,두산,3.78,19,0,0,4,8,0,0,0.333,301,69,63,3,33,9,47,33,29
니코스키,1973년 03월 09일,미국 세인트존스대-SK-두산,미국,2010,넥센,6.68,9,0,0,2,6,0,0,0.25,150,32 1/3,38,3,17,5,25,24,24
다카쓰,1968년 11월 25일,일본 아세아대,일본,2008,우리,0.86,18,0,0,1,0,8,0,1,85,21,16,1,5,4,18,2,2
더마트레,1981년 07월 12일,미국 베이커스필드대,미국,2010,LG,8.22,15,0,0,4,6,0,0,0.4,300,61 1/3,83,10,37,3,29,58,56
데이비스,1975년 06월 25일,미국,미국,2008,KIA,3.98,10,0,0,2,5,0,0,0.286,265,61,61,2,31,0,42,29,27
데폴라,1982년 12월 31일,도미니카 산마리엘고,도미니카,2010,한화,4.58,41,0,0,6,12,3,1,0.333,575,131 2/3,133,8,58,10,68,74,67
데폴라,1982년 12월 31일,도미니카 산마리엘고,도미니카,2011,한화,5.48,17,0,0,1,3,0,0,0.25,200,44 1/3,51,3,24,5,34,29,27
디아즈,1980년 07월 27일,도미니카,도미니카,2008,KIA,2.98,12,0,0,0,2,0,0,0,191,45 1/3,43,2,19,4,23,18,15
라미레즈,1979년 11월 24일,미국 잉글우드고,미국,2012,KIA,3.86,10,0,0,2,1,0,1,0.667,51,11 2/3,15,1,3,0,5,5,5
라이언,1974년 11월 01일,미국 버지니아대,미국,2003,삼성,5.02,15,0,0,1,3,1,0,0.25,250,57 1/3,65,5,16,3,28,33,32
라이트,1982년 03월 13일,미국 로빈슨고,미국,2010,KIA,5,2,0,0,0,1,0,0,0,43,9,5,0,9,2,12,5,5
라형진,1977년 02월 05일,경동고-한양대,한국,1999,삼성,12.19,13,0,0,0,0,0,0,0,120,20 2/3,41,4,16,4,16,28,28
라형진,1977년 02월 05일,경동고-한양대,한국,2000,삼성,5.57,17,0,0,0,1,0,1,0,96,21,15,1,20,0,13,14,13
라형진,1977년 02월 05일,경동고-한양대,한국,2001,삼성,5.43,31,0,0,2,2,0,2,0.5,314,69 2/3,69,8,42,2,37,44,42
라형진,1977년 02월 05일,경동고-한양대,한국,2002,삼성,4.93,44,0,0,4,4,2,4,0.5,427,98 2/3,104,16,29,13,73,60,54
라형진,1977년 02월 05일,경동고-한양대,한국,2003,삼성,5.98,46,0,0,0,2,1,0,0,312,64 2/3,76,14,49,5,30,44,43
라형진,1977년 02월 05일,경동고-한양대,한국,2005,삼성,2.35,8,0,0,1,0,0,0,1,55,15 1/3,8,2,1,3,16,4,4
랜들,1977년 02월 15일,미국 루이스앤클락주립대,미국,2005,두산,3.25,29,0,0,12,7,0,0,0.632,658,149 2/3,163,18,47,15,111,59,54
랜들,1977년 02월 15일,미국 루이스앤클락주립대,미국,2006,두산,2.95,30,2,2,16,8,0,0,0.667,795,192 1/3,170,14,58,10,142,66,63
랜들,1977년 02월 15일,미국 루이스앤클락주립대,미국,2007,두산,3.12,28,0,0,12,8,0,0,0.6,684,164 1/3,142,16,55,10,113,60,57
랜들,1977년 02월 15일,미국 루이스앤클락주립대,미국,2008,두산,4.48,29,0,0,9,9,0,0,0.5,664,150 2/3,171,15,49,9,101,78,75
러핀,1971년 07월 29일,미국 척터 카운티고,미국,2002,SK,2.6,9,0,0,1,0,0,0,1,66,17 1/3,8,1,6,1,18,5,5
레딩,1978년 02월 12일,미국,미국,2010,삼성,5.09,9,0,0,1,3,0,1,0.25,153,35 1/3,40,2,11,2,19,20,20
레스,1973년 01월 10일,미국 미시시피주립대-KIA,미국,2001,KIA,4.34,27,2,0,7,9,0,0,0.438,665,153 1/3,139,21,85,3,104,81,74
레스,1973년 01월 10일,미국 미시시피주립대-KIA,미국,2002,두산,3.87,31,1,0,16,8,0,0,0.667,867,202 1/3,202,19,69,8,154,97,87
레스,1973년 01월 10일,미국 미시시피주립대-KIA,미국,2004,두산,2.6,29,4,2,17,8,0,0,0.68,831,200 2/3,189,12,57,15,116,68,58
레스,1973년 01월 10일,미국 미시시피주립대-KIA,미국,2008,두산,2.84,6,0,0,3,2,0,0,0.6,138,31 2/3,36,2,13,3,21,13,10
레이,1973년 02월 06일,미국 파랏카고,미국,2001,롯데,5.36,9,0,0,1,5,0,0,0.167,233,50 1/3,47,6,35,5,32,33,30
레이,1974년 11월 27일,미국 로스웰고,미국,2008,SK,6.64,5,0,0,1,2,0,0,0.333,98,20 1/3,26,1,15,0,11,15,15
레이번,1974년 11월 22일,미국 사우스 앨러배마대,미국,2007,SK,3.27,32,1,0,17,8,0,0,0.68,800,184 2/3,167,13,86,13,98,74,67
레이번,1974년 11월 22일,미국 사우스 앨러배마대,미국,2008,SK,3.3,26,0,0,5,3,0,0,0.625,587,133 2/3,129,9,65,10,68,55,49
레이어,1977년 08월 03일,미국 USC대,미국,2008,두산,5.66,12,0,0,0,6,0,0,0,161,35,49,0,10,3,20,23,22
로드리게스,1972년 09월 09일,도미니카 비지아도르고,도미니카,2007,KIA,3.13,30,0,0,0,1,1,10,0,144,31 2/3,32,3,20,3,15,11,11
로드리게스,1987년 12월 13일,도미니카 세인트조리스대-삼성,도미니카,2013,삼성,4.4,11,0,0,3,5,0,0,0.375,249,57 1/3,49,6,30,2,46,29,28
로마노,1972년 03월 03일,미국 툴레인대,미국,2007,SK,3.69,32,0,0,12,4,0,0,0.75,651,146 1/3,158,9,67,5,81,72,60
로페즈,1975년 04월 21일,도미니카 차르카스고-KIA-SK,도미니카,2009,KIA,3.12,29,4,0,14,5,0,0,0.737,802,190 1/3,200,6,41,10,129,83,66
로페즈,1975년 04월 21일,도미니카 차르카스고-KIA-SK,도미니카,2010,KIA,4.66,27,1,0,4,10,1,0,0.286,713,166,180,22,43,8,83,92,86
로페즈,1975년 04월 21일,도미니카 차르카스고-KIA-SK,도미니카,2011,KIA,3.98,26,1,0,11,9,1,0,0.55,631,153 2/3,153,14,26,9,106,71,68
로페즈,1975년 04월 21일,도미니카 차르카스고-KIA-SK,도미니카,2012,SK,3.86,5,0,0,3,2,0,0,0.6,110,28,26,3,3,1,13,13,12
루이스,1972년 11월 22일,도미니카 그레고리오베웬고,도미니카,2001,KIA,3,4,0,0,2,1,0,0,0.667,100,24,27,2,9,0,14,9,8
류기중,1978년 09월 19일,진흥고,한국,1998,해태,13.5,1,0,0,0,0,0,0,0,14,2 2/3,5,0,3,0,2,4,4
류기중,1978년 09월 19일,진흥고,한국,1999,해태,8.16,9,0,0,0,1,0,0,0,70,14 1/3,16,6,11,1,5,14,13
류현진,1987년 03월 25일,창영초-동산중-동산고-(대전대),한국,2006,한화,2.23,30,6,1,18,6,1,0,0.75,800,201 2/3,159,11,52,2,204,57,50
류현진,1987년 03월 25일,창영초-동산중-동산고-(대전대),한국,2007,한화,2.94,30,6,1,17,7,0,0,0.708,867,211,195,15,68,3,178,74,69
류현진,1987년 03월 25일,창영초-동산중-동산고-(대전대),한국,2008,한화,3.31,26,2,1,14,7,0,0,0.667,684,165 2/3,144,12,67,1,143,66,61
